role_id,bidang,nama_role,deskripsi,skill,gaji,R,I,A,S,E,C,2d/3d animation,3d mathematics,3d modeling,3ds max,a/b testing,accessibility (wcag),active directory,adobe after effects,adobe illustrator,adobe photoshop,adobe premiere pro,adobe xd,affinity mapping,agile,ahrefs,airflow,amazon seller central,amplitude,analytics reporting,android studio,angular,ansible,apache spark,api testing,appium,arcore,arkit,attribution modeling,audience research,aws,aws iot,azure,azure iot,backup & recovery,backup management,bash,bash scripting,bert,bgp,bigquery,blender,blockchain architecture,blog writing,bpmn,brand advocacy,brand identity,brand messaging,brand voice,budgeting,burp suite,business requirements documentation,c#,c++,c/c++,campaign coordination,campaign performance analysis,campaign reporting,canva,ci/cd,cinema 4d,cisco networking,cloud architecture,cloud infrastructure,cloud security,cloudformation,cms,cnns,collaboration,color theory,community engagement,compliance,compliance auditing,component design,content analytics,content creation,content marketing,content moderation,content strategy,copywriting,crm,crm analytics,crm data management,cro,cryptography,css,cuda,customer segmentation,cyber threat intelligence,dapps,data analysis,data entry,data guard,data modeling,data vault,data visualization,data warehouse design,data warehousing,data-driven strategy,database design,database recovery,dax,dbt,deep learning,deep neural networks,design systems,design tokens,digital marketing,digital painting,disaster recovery,discord management,dns,docker,documentation,editing,editorial planning,email automation,email communication,email management,email marketing,embedded linux,enterprise architecture,erd design,ethereum,etl,event coordination,excel,express.js,facebook business manager,feature engineering,figma,fine-tuning,firebase,firewall configuration,firewall management,firewalls,flask,forensics,funnel analysis,game interface design,game physics,gcp,git,google ads,google analytics,google search console,google workspace,gpt,gpt-4,gpu computing,group policy,hadoop,hbase,helm,heuristic evaluation,hive,hootsuite,html,hubspot,hugging face,hugging face transformers,hyper-v,hyperledger,ids/ips,image segmentation,incident response,indesign,index optimization,indexing,influencer marketing,information architecture,instagram ads,interaction design,interview techniques,intrusion detection,inventory management,invision,iot,iso 27001,java,javascript,jetpack compose,jira,journey mapping,jwt,kafka,kali linux,keras,keyframing,keyword research,kotlin,kpi reporting,kubernetes,lan,landing page optimization,langchain,layout design,link building,linux,llms,load balancing,log analysis,lottie,machine learning,malware analysis,mapreduce,market research,marketing attribution,marketing automation,maya,meta ads,meta ads manager,meta business suite,metadata management,metasploit,microcontrollers,microservices,microsoft 365,microsoft office,mitre att&ck,mixpanel,mlflow,mlops,model deployment,model fine-tuning,mongodb,motion graphics,mqtt,ms project,mysql,nagios,named entity recognition,network administration,network architecture,network defense,network security,networking,nist framework,nlp,nltk,node.js,normalization,nosql,notion,nsx,object detection,on-page optimization,opencv,openxr,oracle,ospf,pattern libraries,penetration testing,performance marketing,performance tuning,pl/sql,pmp,postgresql,postman,power bi,powershell,process mapping,procreate,product analytics,product listing optimization,programmatic advertising,project management,project management tools,prometheus,prompt engineering,prototype testing,prototyping,proxmox,python,pytorch,qos,qradar,r,rag,react,redis,rendering,replication,requirements analysis,research,resource planning,rest api,restful api,risk assessment,risk management,rnns,roi analysis,rtos,salesforce crm,sass,scala,sccm,scheduling,scikit-learn,scrum,selenium,sem,semrush,sensor integration,seo,seo basics,seo writing,shader graph,shader programming,shopify,siem,sketch,sketching,smart contracts,snowflake,social media,social media content,social media management,social media marketing,social media strategy,solidity,solution design,spacy,spark,spatial audio,spatial computing,splunk,sql,ssrs,stakeholder analysis,stakeholder communication,stakeholder management,statistical analysis,statistical modeling,storage management,stored procedures,storyboarding,storybook,substance painter,survey design,swift,system monitoring,t-sql,tableau,technical seo,tensorflow,terraform,testng,text classification,texturing,threat analysis,threat intelligence,threat modeling,tiktok,trello,typescript,typography,ui/ux design,uml,unity,unity ui,unreal engine,usability testing,user feedback analysis,user interface design,user research,uv mapping,ux principles,vector databases,version control,virtualization,visio,visual composition,visual effects,vmware,vmware vsphere,vsan,vue.js,vulnerability assessment,vulnerability management,vulnerability scanning,wan,web3.js,webpack,windows,windows server,wireframing,woocommerce,xcode,yolo,zbrush
R011,F01,Cloud Engineer,"Cloud Engineer merancang, membangun, dan mengelola infrastruktur berbasis cloud di platform seperti AWS, Azure, atau GCP untuk mendukung operasional perusahaan. Tugas sehari-hari meliputi provisioning sumber daya cloud, konfigurasi jaringan virtual, manajemen keamanan, dan optimasi biaya infrastruktur. Mereka memastikan ketersediaan, skalabilitas, dan ketahanan layanan cloud yang digunakan organisasi.","azure,aws,kubernetes,terraform,python,docker,gcp,bash,cloudformation,prometheus",7000000,0.333,0.917,0.083,0.083,0.167,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R012,F01,System Administrator,"System Administrator bertanggung jawab atas instalasi, konfigurasi, dan pemeliharaan server serta infrastruktur IT yang mendukung operasional perusahaan. Kegiatan sehari-hari meliputi manajemen Active Directory, pengelolaan hak akses pengguna, backup data, pembaruan sistem, dan pemecahan masalah teknis. Peran ini memastikan seluruh sistem berjalan stabil, aman, dan tersedia bagi semua pengguna.","active directory,windows server,linux,powershell,network administration,microsoft 365,sccm,virtualization,backup & recovery,group policy",3929598,0.417,0.75,0.083,0.167,0.167,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R013,F01,Network Engineer,"Network Engineer merancang, mengimplementasikan, dan memelihara infrastruktur jaringan komputer perusahaan agar tetap andal dan aman. Tugas hariannya mencakup konfigurasi router dan switch Cisco, manajemen firewall, troubleshooting konektivitas, serta pemantauan performa jaringan. Mereka memainkan peran krusial dalam memastikan konektivitas yang stabil untuk seluruh operasional bisnis.","cisco networking,wan,lan,firewalls,dns,nagios,qos,ospf,bgp,network security",7794692,0.417,0.833,0.083,0.083,0.083,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R014,F01,Project Manager,"Project Manager memimpin perencanaan, pelaksanaan, dan penyelesaian proyek teknologi sesuai jadwal, anggaran, dan standar kualitas yang ditetapkan. Pekerjaan sehari-hari meliputi koordinasi tim lintas fungsi, manajemen risiko, pelaporan kemajuan kepada pemangku kepentingan, serta memastikan seluruh deliverable terpenuhi. Kepemimpinan yang kuat dan kemampuan komunikasi efektif adalah kunci keberhasilan di peran ini.","project management,ms project,jira,risk management,agile,scrum,stakeholder communication,budgeting,pmp,resource planning",11409231,0.122,0.478,0.128,0.278,0.818,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R015,F01,AR/VR Developer,"AR/VR Developer menciptakan pengalaman imersif berbasis Augmented Reality dan Virtual Reality menggunakan engine seperti Unity dan Unreal Engine. Tanggung jawab hariannya meliputi pengembangan aplikasi interaktif 3D, integrasi SDK seperti ARKit dan ARCore, optimasi rendering, serta pengujian di berbagai perangkat XR. Peran ini berada di garis terdepan inovasi teknologi yang sedang berkembang pesat.","unity,unreal engine,c#,c++,arkit,arcore,openxr,3d modeling,shader graph,spatial computing",5500000,0.25,0.833,0.833,0.167,0.167,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R016,F01,Blockchain Developer,"Blockchain Developer membangun aplikasi terdesentralisasi (DApps) dan smart contract di atas platform blockchain seperti Ethereum dan Hyperledger. Pekerjaan hariannya mencakup penulisan dan pengujian smart contract menggunakan Solidity, pengembangan backend Web3, serta memastikan keamanan dan efisiensi kode on-chain. Mereka mendorong transformasi digital melalui teknologi ledger yang transparan dan tidak dapat dimanipulasi.","solidity,ethereum,hyperledger,smart contracts,cryptography,dapps,web3.js,python,java,blockchain architecture",11000000,0.4,0.713,0.178,0.095,0.398,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R017,F01,System Engineer,"System Engineer bertanggung jawab atas desain, integrasi, dan pemeliharaan sistem IT yang kompleks di lingkungan enterprise. Aktivitas sehari-hari mencakup konfigurasi server Linux dan Windows, manajemen virtualisasi dengan VMware, otomasi dengan Ansible, serta pemantauan kesehatan sistem secara proaktif. Peran ini memastikan infrastruktur teknologi perusahaan berjalan optimal dan terintegrasi dengan baik.","linux,windows server,python,aws,vmware,networking,bash scripting,ansible,system monitoring,active directory",8425870,0.333,0.917,0.167,0.167,0.25,0.833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R018,F01,Infrastructure Architect,"Infrastructure Architect merancang dan mengawasi arsitektur infrastruktur IT perusahaan, mencakup jaringan, server, cloud, dan sistem penyimpanan data. Mereka membuat keputusan strategis tentang teknologi yang digunakan, memastikan skalabilitas jangka panjang, keandalan, dan kepatuhan terhadap standar keamanan. Kolaborasi dengan tim engineering dan kepemimpinan bisnis merupakan bagian penting dari pekerjaan ini.","aws,azure,network architecture,cloud infrastructure,python,terraform,virtualization,windows server,disaster recovery,load balancing",6300000,0.333,0.917,0.167,0.25,0.5,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R019,F01,Virtualization Specialist,"Virtualization Specialist mengelola dan mengoptimalkan lingkungan virtual menggunakan platform seperti VMware vSphere, Hyper-V, dan Proxmox. Tugas hariannya mencakup provisioning virtual machine, konfigurasi resource pooling, manajemen storage virtual, serta pemecahan masalah performa di lingkungan tervirtualisasi. Keahlian ini sangat krusial dalam mendukung efisiensi biaya dan fleksibilitas infrastruktur IT modern.","vmware vsphere,hyper-v,kubernetes,proxmox,aws,azure,docker,vsan,nsx,storage management",5750000,0.417,0.833,0.083,0.083,0.167,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R020,F01,Cyber Security Analyst/Architect,"Cyber Security Analyst/Architect merancang strategi keamanan siber dan menganalisis ancaman untuk melindungi aset digital perusahaan dari serangan. Tanggung jawab hariannya mencakup pemantauan SIEM, penilaian kerentanan, pengujian penetrasi, serta perancangan arsitektur keamanan berlapis. Mereka memastikan kepatuhan terhadap regulasi keamanan dan merespons insiden siber secara cepat dan terstruktur.","siem,cloud security,aws,python,intrusion detection,penetration testing,vulnerability assessment,firewalls,incident response,compliance",8000000,0.333,0.967,0.083,0.083,0.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R021,F01,Security Consultant,"Security Consultant memberikan saran dan rekomendasi strategis kepada organisasi dalam merancang dan meningkatkan postur keamanan siber mereka. Pekerjaan hariannya meliputi audit keamanan, penilaian risiko berdasarkan kerangka ISO 27001 dan NIST, serta penyusunan kebijakan dan prosedur keamanan. Mereka berperan sebagai mitra tepercaya yang membantu organisasi mengidentifikasi dan memitigasi risiko siber.","risk assessment,iso 27001,nist framework,penetration testing,python,linux,cloud security,compliance auditing,threat modeling,siem",10009710,0.25,0.833,0.167,0.417,0.583,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
